# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
43,11304958,K00764.01,CONFIRMED,CANDIDATE,0.9980,41.439586620,7.5570000e-05,-7.5570000e-05,10.59890,0.08800,-0.08800,2.7931e+03,2.260e+01,-2.260e+01,0.048175,2.840000e-04,-1.083000e-03,0.28189,0.06167,-0.03545,5.50,1.570e+00,-9.600e-01,0.2288,,,516.0,,,16.72,14.66,-6.64,5468.00,180.00,-164.00,4.367,0.153,-0.187,1.0460,0.2970,-0.1830,0.9300,0.0920,-0.0740
44,11391957,K00765.01,CONFIRMED,CANDIDATE,1.0000,8.353895230,1.5240000e-05,-1.5240000e-05,2.25140,0.05180,-0.05180,1.0416e+03,2.820e+01,-2.820e+01,0.029305,9.550000e-04,-5.320000e-04,6.73215,0.38293,-2.25954,2.52,5.400e-01,-2.400e-01,0.0768,,,790.0,,,91.90,59.06,-24.15,5592.00,152.00,-152.00,4.582,0.036,-0.144,0.7870,0.1690,-0.0730,0.8620,0.0890,-0.0970
45,11403044,K00766.01,CONFIRMED,CANDIDATE,1.0000,4.125543472,3.1330000e-06,-3.1330000e-06,3.17440,0.03620,-0.03620,1.4873e+03,1.330e+01,-1.330e+01,0.036796,2.630000e-03,-1.282000e-03,0.67162,0.43306,-0.44111,4.43,1.440e+00,-5.100e-01,0.0529,,,1243.0,,,565.35,542.47,-188.14,6174.00,173.00,-239.00,4.417,0.056,-0.210,1.1030,0.3580,-0.1280,1.1620,0.1580,-0.1580
46,11414511,K00767.01,CONFIRMED,CANDIDATE,1.0000,2.816504904,1.6500000e-07,-1.6500000e-07,2.50587,0.00666,-0.00666,1.6814e+04,1.100e+01,-1.100e+01,0.117059,1.834000e-03,-2.970000e-04,2.09079,0.12997,-0.41666,12.21,1.620e+00,-8.700e-01,0.0383,,,1219.0,,,521.13,184.34,-97.95,5532.00,74.00,-83.00,4.452,0.063,-0.108,0.9550,0.1270,-0.0680,0.9410,0.0530,-0.0470
47,11442465,K00768.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,33.933734470,6.1540000e-05,-6.1540000e-05,14.56100,0.10400,-0.10400,8.5037e+03,4.430e+01,-4.430e+01,0.095386,5.550000e-04,-6.160000e-04,0.03710,0.00146,-0.00227,7.34,9.000e-01,-6.000e-01,0.1881,,,430.0,,,8.11,3.25,-2.06,5040.00,136.00,-151.00,4.628,0.030,-0.070,0.7050,0.0860,-0.0580,0.7820,0.0630,-0.0870
48,12110942,K00786.01,CONFIRMED,CANDIDATE,1.0000,3.689920099,8.9820000e-06,-8.9820000e-06,2.65570,0.06770,-0.06770,4.2670e+02,1.380e+01,-1.380e+01,0.018878,6.710000e-04,-3.700000e-04,1.70798,0.18477,-0.55842,1.89,5.400e-01,-2.000e-01,0.0469,,,1147.0,,,408.99,342.24,-123.32,5880.00,157.00,-192.00,4.518,0.046,-0.196,0.9170,0.2620,-0.0980,1.0100,0.1160,-0.1390
49,12366084,K00787.01,CONFIRMED,CANDIDATE,1.0000,4.431238488,6.1060000e-06,-6.1060000e-06,3.15000,0.04230,-0.04230,1.0109e+03,1.520e+01,-1.520e+01,0.029330,2.280000e-04,-8.890000e-04,1.01996,0.37117,-0.07443,3.25,4.700e-01,-2.500e-01,0.0529,,,1104.0,,,351.23,135.26,-68.33,5714.00,77.00,-77.00,4.428,0.063,-0.117,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620
50,12366084,K00787.02,CONFIRMED,CANDIDATE,1.0000,11.379369860,2.4150000e-05,-2.4150000e-05,2.62550,0.07300,-0.07300,1.0235e+03,2.970e+01,-2.970e+01,0.035628,1.010000e-04,-6.092000e-03,0.63438,6.61610,-0.08378,3.95,5.700e-01,-3.100e-01,0.0993,,,806.0,,,99.68,38.38,-19.39,5714.00,77.00,-77.00,4.428,0.063,-0.117,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620
51,12404086,K00788.01,CONFIRMED,CANDIDATE,1.0000,26.394328970,5.7240000e-05,-5.7240000e-05,3.57300,0.06430,-0.06430,1.5109e+03,3.630e+01,-3.630e+01,0.036810,4.201000e-03,-1.900000e-03,2.93923,2.55609,-0.10690,3.07,4.100e-01,-2.200e-01,0.1635,,,489.0,,,13.49,6.07,-3.21,5129.00,154.00,-154.00,4.595,0.030,-0.084,0.7630,0.1030,-0.0550,0.8460,0.0640,-0.0880
52,8395660,K00116.01,CONFIRMED,CANDIDATE,1.0000,13.570782810,1.5850000e-05,-1.5850000e-05,3.35390,0.04890,-0.04890,5.1170e+02,6.300e+00,-6.300e+00,0.023908,4.130000e-04,-2.627000e-03,0.49865,2.55354,-0.08697,2.64,4.000e-01,-2.700e-01,0.1096,,,785.0,,,89.61,38.12,-22.92,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
53,9579641,K00115.02,CONFIRMED,CANDIDATE,1.0000,7.125943870,1.4060000e-05,-1.4060000e-05,3.00140,0.03840,-0.03840,1.9240e+02,4.400e+00,-4.400e+00,0.015120,3.230000e-04,-2.193000e-03,0.23879,1.86455,-0.04686,1.79,2.600e-01,-2.300e-01,0.0711,,,997.0,,,233.31,94.86,-70.60,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
54,11656840,K00774.01,FALSE POSITIVE,FALSE POSITIVE,0.0140,7.442652004,7.0200000e-07,-7.0200000e-07,2.30780,0.01290,-0.01290,2.4446e+04,3.780e+01,-3.780e+01,0.143936,3.526000e-03,-1.373000e-03,7.48712,1.28308,-2.42034,15.03,4.730e+00,-1.580e+00,0.0742,,,967.0,,,206.78,195.52,-61.76,6108.00,183.00,-201.00,4.469,0.070,-0.210,0.9560,0.3010,-0.1000,0.9810,0.1280,-0.1280
55,11754553,K00775.01,CONFIRMED,CANDIDATE,1.0000,16.384899880,5.2190000e-05,-5.2190000e-05,3.02490,0.07980,-0.07980,1.1271e+03,4.200e+01,-4.200e+01,0.029758,1.300000e-03,-6.260000e-04,5.45380,0.31953,-1.93391,2.00,9.000e-02,-1.000e-01,0.1084,,,433.0,,,8.35,1.49,-1.35,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
56,11754553,K00775.02,CONFIRMED,CANDIDATE,1.0000,7.877416300,1.4930000e-05,-1.4930000e-05,2.08050,0.05170,-0.05170,1.3061e+03,3.770e+01,-3.770e+01,0.032090,1.268000e-03,-6.230000e-04,8.09685,0.29419,-3.06106,2.16,9.000e-02,-1.100e-01,0.0665,,,553.0,,,22.18,3.97,-3.59,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
57,11754553,K00775.03,CONFIRMED,CANDIDATE,1.0000,36.445400100,1.8090000e-04,-1.8090000e-04,4.00700,0.12600,-0.12600,1.1223e+03,5.340e+01,-5.340e+01,0.029681,1.410000e-03,-1.094000e-03,5.21237,0.20808,-2.09092,1.99,9.000e-02,-9.000e-02,0.1847,,,332.0,,,2.88,0.51,-0.47,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
58,11812062,K00776.01,CONFIRMED,CANDIDATE,1.0000,3.728732147,9.3600000e-07,-9.3600000e-07,2.68300,0.03500,-0.03500,5.2265e+03,1.850e+01,-1.850e+01,0.068178,2.209000e-03,-1.842000e-03,1.24118,0.40267,-0.40433,6.02,1.220e+00,-5.200e-01,0.0455,,,1023.0,,,258.34,162.58,-65.21,5497.00,166.00,-149.00,4.577,0.034,-0.136,0.8090,0.1640,-0.0700,0.9070,0.0740,-0.1020
59,11818800,K00777.01,CANDIDATE,CANDIDATE,0.9990,40.419503700,1.1390000e-04,-1.1390000e-04,3.36200,0.14000,-0.14000,6.2560e+03,2.300e+02,-2.300e+02,0.088069,5.461791e+00,-1.363600e-02,1.89549,5.83737,-1.19072,7.51,1.120e+00,-9.100e-01,0.2062,,,467.0,,,11.29,5.67,-3.57,5446.00,179.00,-163.00,4.507,0.116,-0.105,0.7810,0.1160,-0.0950,0.7140,0.1040,-0.0370
60,11853255,K00778.01,CONFIRMED,CANDIDATE,1.0000,2.243380573,2.6700000e-06,-2.6700000e-06,1.11960,0.03840,-0.03840,8.2170e+02,2.560e+01,-2.560e+01,0.032248,4.630000e-04,-5.356000e-03,1.50915,17.63096,-0.38164,1.99,1.000e-01,-1.200e-01,0.0280,,,822.0,,,107.60,21.47,-20.32,4149.00,82.00,-91.00,4.698,0.024,-0.027,0.5640,0.0300,-0.0330,0.5780,0.0270,-0.0370
61,11909839,K00779.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.405998015,2.5150000e-06,-2.5150000e-06,6.50360,0.01450,-0.01450,1.4489e+04,2.240e+01,-2.240e+01,0.111248,5.540000e-04,-7.730000e-04,0.38489,0.02824,-0.02766,11.23,2.920e+00,-1.950e+00,0.0855,,,833.0,,,113.94,90.01,-45.01,5746.00,173.00,-173.00,4.393,0.180,-0.198,0.9240,0.2410,-0.1600,0.7700,0.1180,-0.0470
62,11918099,K00780.01,CONFIRMED,CANDIDATE,1.0000,2.337437946,1.9510000e-06,-1.9510000e-06,1.99820,0.02710,-0.02710,9.7120e+02,1.370e+01,-1.370e+01,0.027998,7.200000e-04,-6.650000e-04,2.41093,0.35848,-0.66370,2.34,1.700e-01,-9.000e-02,0.0325,,,1070.0,,,311.16,69.46,-40.17,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
63,11918099,K00780.02,CANDIDATE,CANDIDATE,0.9930,7.240661200,1.6170000e-05,-1.6170000e-05,0.55800,0.17100,-0.17100,5.5640e+02,4.410e+01,-4.410e+01,0.232818,4.998311e+01,-2.036050e-01,8.66412,682.61011,-6.85891,19.45,1.400e+00,-7.100e-01,0.0692,,,734.0,,,68.63,15.32,-8.86,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
64,9579641,K00115.03,CANDIDATE,CANDIDATE,0.8710,3.435916310,4.7290000e-05,-4.7290000e-05,3.13300,0.40700,-0.40700,2.3200e+01,3.400e+00,-3.400e+00,0.004612,1.970000e-04,-5.650000e-04,0.47024,1.06822,-0.44479,0.55,8.000e-02,-7.000e-02,0.0437,,,1272.0,,,617.61,251.11,-186.88,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
65,11923270,K00781.01,CONFIRMED,CANDIDATE,1.0000,11.598222330,1.4070000e-05,-1.4070000e-05,2.52370,0.05200,-0.05200,2.8045e+03,4.630e+01,-4.630e+01,0.051287,5.219000e-03,-3.254000e-03,3.14915,3.96580,-0.02771,2.65,2.100e-01,-2.900e-01,0.0798,,,396.0,,,5.82,1.49,-1.63,3688.00,73.00,-91.00,4.790,0.050,-0.045,0.4730,0.0370,-0.0510,0.5030,0.0350,-0.0530
66,11960862,K00782.01,CONFIRMED,CANDIDATE,1.0000,6.575315881,3.7260000e-06,-3.7260000e-06,4.30840,0.03060,-0.03060,2.7933e+03,1.490e+01,-1.490e+01,0.049152,1.988000e-03,-5.990000e-04,0.64392,0.16753,-0.07305,5.31,1.500e+00,-8.100e-01,0.0670,,,1015.0,,,251.38,209.10,-91.63,5992.00,162.00,-180.00,4.415,0.105,-0.195,0.9890,0.2800,-0.1510,0.9270,0.1290,-0.0970
67,12020329,K00783.01,CONFIRMED,CANDIDATE,1.0000,7.275040844,4.6770000e-06,-4.6770000e-06,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,0.051358,5.800000e-05,-2.091000e-03,0.10578,0.04676,-0.01238,4.86,1.050e+00,-3.700e-01,0.0732,,,833.0,,,113.64,75.31,-28.97,5485.00,164.00,-180.00,4.556,0.028,-0.161,0.8670,0.1870,-0.0670,0.9860,0.0650,-0.1150
68,12066335,K00784.01,CONFIRMED,CANDIDATE,1.0000,19.271538920,4.1450000e-05,-4.1450000e-05,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,0.031585,9.610000e-04,-5.000000e-04,8.48241,0.62905,-2.11552,1.93,1.000e-01,-1.200e-01,0.1171,,,393.0,,,5.66,1.13,-1.06,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
69,12066335,K00784.02,CONFIRMED,CANDIDATE,1.0000,10.065243170,1.4900000e-05,-1.4900000e-05,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,0.031153,4.621000e-03,-1.610000e-03,18.09666,17.88441,-12.19106,1.91,1.000e-01,-1.200e-01,0.0760,,,488.0,,,13.43,2.69,-2.50,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
70,12070811,K00785.01,CONFIRMED,CANDIDATE,1.0000,12.393565100,3.9320000e-05,-3.9320000e-05,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,0.032536,2.500000e-05,-4.662000e-03,0.27483,1.86738,-0.09309,2.66,5.400e-01,-2.300e-01,0.0983,,,677.0,,,49.68,31.16,-12.97,5557.00,166.00,-166.00,4.603,0.034,-0.128,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890
71,8395660,K00116.02,CONFIRMED,CANDIDATE,0.9980,43.844397210,9.6130000e-05,-9.6130000e-05,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,0.025934,2.700000e-05,-3.042000e-03,0.22039,0.94589,-0.07087,2.87,4.300e-01,-3.000e-01,0.2395,,,531.0,,,18.77,7.98,-4.80,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
72,3120431,K00798.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.341913228,9.9530000e-06,-9.9530000e-06,3.81300,0.12000,-0.12000,7.2530e+02,2.130e+01,-2.130e+01,0.243351,1.127268e+01,-1.349160e-01,0.01791,3.41491,-0.00331,21.55,3.540e+00,-1.890e+00,0.0415,,,1032.0,,,268.67,145.91,-70.67,5295.00,175.00,-159.00,4.551,0.049,-0.105,0.8110,0.1330,-0.0710,0.8530,0.0780,-0.0780
73,3246984,K00799.01,FALSE POSITIVE,FALSE POSITIVE,0.7730,1.626630225,1.0150000e-06,-1.0150000e-06,2.11450,0.02850,-0.02850,1.6206e+03,1.900e+01,-1.900e+01,0.305244,4.811158e+00,-4.200300e-02,0.09631,2.41565,-0.00473,32.43,9.000e+00,-4.830e+00,0.0260,,,1547.0,,,1355.88,1105.99,-486.60,5735.00,155.00,-172.00,4.410,0.124,-0.186,0.9730,0.2700,-0.1450,0.8890,0.1200,-0.0900
74,3342970,K00800.01,CONFIRMED,CANDIDATE,1.0000,2.711504086,3.8000000e-06,-3.8000000e-06,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,0.026533,6.510000e-04,-2.760000e-04,0.91618,0.03683,-0.26031,3.12,1.020e+00,-3.400e-01,0.0401,,,1420.0,,,960.79,931.74,-309.76,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
75,3342970,K00800.02,CONFIRMED,CANDIDATE,1.0000,7.212037480,1.5530000e-05,-1.5530000e-05,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,0.028255,7.020000e-04,-3.350000e-04,0.99867,0.04965,-0.26684,3.32,1.090e+00,-3.600e-01,0.0770,,,1025.0,,,260.58,252.70,-84.01,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
76,12459725,K00789.01,FALSE POSITIVE,FALSE POSITIVE,,14.179818700,1.6430000e-04,-1.6430000e-04,2.50500,0.31500,-0.31500,4.5990e+02,5.190e+01,-5.190e+01,0.019561,1.389000e-03,-1.242000e-03,7.76746,0.80958,-5.38392,1.88,7.100e-01,-1.400e-01,0.1137,,,711.0,,,60.35,67.75,-14.34,5799.00,161.00,-168.00,4.539,0.027,-0.275,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090
77,12470844,K00790.01,CONFIRMED,CANDIDATE,1.0000,8.472379110,1.5600000e-05,-1.5600000e-05,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,0.030119,9.040000e-04,-3.970000e-04,3.86328,0.22113,-0.99680,2.59,3.700e-01,-2.200e-01,0.0778,,,751.0,,,75.44,35.44,-19.30,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
78,12470844,K00790.02,CONFIRMED,CANDIDATE,0.9890,60.418936900,5.0430000e-04,-5.0430000e-04,5.03900,0.18400,-0.18400,9.3130e+02,4.960e+01,-4.960e+01,0.027422,1.196000e-03,-9.170000e-04,4.26444,0.15573,-1.75507,2.36,3.400e-01,-2.000e-01,0.2884,,,390.0,,,5.49,2.58,-1.40,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
79,12644822,K00791.01,CONFIRMED,CANDIDATE,1.0000,12.611904345,6.6500000e-06,-6.6500000e-06,5.14970,0.05920,-0.05920,6.1056e+03,2.760e+01,-2.760e+01,0.073758,4.340000e-04,-1.812000e-03,0.61222,0.17192,-0.09156,7.40,2.200e+00,-7.300e-01,0.1058,,,753.0,,,76.15,66.33,-21.39,5795.00,156.00,-173.00,4.508,0.039,-0.208,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120
80,2440757,K00792.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.433769925,7.4100000e-07,-7.4100000e-07,1.88680,0.02320,-0.02320,1.9763e+03,2.040e+01,-2.040e+01,0.318591,5.597367e+00,-1.162440e-01,0.13720,4.60800,-0.01064,46.58,8.010e+00,-8.000e+00,0.0256,,,1920.0,,,3209.29,1411.94,-1136.62,6017.00,72.00,-90.00,4.220,0.156,-0.117,1.3390,0.2300,-0.2300,1.0830,0.1000,-0.0820
81,2445129,K00793.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.318723010,2.8460000e-05,-2.8460000e-05,3.83600,0.12100,-0.12100,8.7170e+02,2.640e+01,-2.640e+01,0.247006,5.951054e+01,-4.578660e-01,0.03681,55.30806,-0.00897,28.59,8.610e+00,-3.690e+00,0.0944,,,876.0,,,139.26,125.69,-46.77,5927.00,176.00,-193.00,4.409,0.084,-0.196,1.0600,0.3190,-0.1370,1.0500,0.1400,-0.1270
82,2713049,K00794.01,CONFIRMED,CANDIDATE,1.0000,2.539183147,5.0730000e-06,-5.0730000e-06,2.42820,0.05590,-0.05590,3.8210e+02,1.140e+01,-1.140e+01,0.017724,5.070000e-04,-4.800000e-04,1.46261,0.22266,-0.39959,2.06,2.900e-01,-2.800e-01,0.0355,,,1332.0,,,743.09,290.34,-212.44,5519.00,82.00,-74.00,4.350,0.126,-0.103,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380
83,3114167,K00795.01,CONFIRMED,CANDIDATE,1.0000,6.770300385,9.5370000e-06,-9.5370000e-06,2.08440,0.04540,-0.04540,1.3040e+03,2.970e+01,-2.970e+01,0.037414,2.226000e-03,-3.905000e-03,1.45164,5.69767,-0.25139,2.77,4.600e-01,-1.500e-01,0.0640,,,812.0,,,102.87,53.88,-21.24,5653.00,166.00,-166.00,4.656,0.028,-0.112,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710
84,3114661,K00796.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.444291966,9.7000000e-08,-9.7000000e-08,2.07920,0.01150,-0.01150,1.0967e+04,4.590e+01,-4.590e+01,0.396105,3.180680e-01,-1.260050e-01,0.42351,0.27755,-0.08172,27.51,3.460e+00,-1.730e+00,0.0101,,,1836.0,,,2706.26,1149.42,-599.58,5255.00,156.00,-156.00,4.678,0.028,-0.083,0.6360,0.0800,-0.0400,0.7090,0.0600,-0.0600
85,3115833,K00797.01,CANDIDATE,CANDIDATE,1.0000,10.181584004,6.1880000e-06,-6.1880000e-06,3.50890,0.03310,-0.03310,5.7411e+03,5.320e+01,-5.320e+01,0.084708,1.876000e-03,-1.718000e-03,0.38059,0.01574,-0.02879,7.73,2.170e+00,-7.200e-01,0.0884,,,812.0,,,102.91,86.75,-28.91,5988.00,179.00,-197.00,4.541,0.048,-0.192,0.8360,0.2340,-0.0780,0.8850,0.0990,-0.0990
86,4139816,K00812.02,CONFIRMED,CANDIDATE,1.0000,20.060363360,5.8390000e-05,-5.8390000e-05,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,0.036455,5.922000e-03,-1.247000e-03,3.09445,1.93149,-2.34385,1.96,1.300e-01,-1.600e-01,0.1150,,,361.0,,,4.00,0.89,-0.90,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
87,4139816,K00812.03,CONFIRMED,CANDIDATE,1.0000,46.184203900,2.6540000e-04,-2.6540000e-04,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,0.033974,1.334000e-03,-6.990000e-04,3.99779,0.24735,-1.29928,1.83,1.200e-01,-1.500e-01,0.2005,,,273.0,,,1.32,0.29,-0.30,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
88,8395660,K00116.04,CONFIRMED,CANDIDATE,0.9520,23.980085400,2.0030000e-04,-2.0030000e-04,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,0.011879,3.050000e-04,-2.656000e-03,0.05654,1.55535,-0.00480,1.31,2.000e-01,-1.300e-01,0.1602,,,649.0,,,41.94,17.84,-10.73,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
89,4139816,K00812.04,CONFIRMED,CANDIDATE,0.9940,7.825021680,3.8900000e-05,-3.8900000e-05,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,0.022312,3.976000e-03,-1.621000e-03,2.54508,4.60217,-2.24097,1.20,8.000e-02,-1.000e-01,0.0614,,,494.0,,,14.05,3.10,-3.19,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
90,4275191,K00813.01,CONFIRMED,CANDIDATE,1.0000,3.895936525,7.7100000e-07,-7.7100000e-07,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,0.086890,4.240000e-04,-2.620000e-03,2.31292,1.06590,-0.20597,7.34,1.530e+00,-6.500e-01,0.0460,,,1005.0,,,241.62,155.31,-64.19,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000
91,4476123,K00814.01,CONFIRMED,CANDIDATE,0.9990,22.366464660,9.7610000e-05,-9.7610000e-05,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,0.028938,6.010000e-04,-1.166000e-03,1.12517,0.37616,-0.24007,2.32,3.800e-01,-1.600e-01,0.1449,,,536.0,,,19.45,10.29,-4.56,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930
92,3351888,K00801.01,CONFIRMED,CANDIDATE,1.0000,1.625522174,1.5800000e-07,-1.5800000e-07,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,0.080543,8.700000e-05,-1.150000e-04,1.28198,0.01033,-0.02721,9.73,1.410e+00,-1.420e+00,0.0265,,,1579.0,,,1467.41,576.36,-452.24,5539.00,83.00,-74.00,4.322,0.137,-0.100,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430
